text,target
Senin gibi birine saygım yok,INSULT
at kafalı seni,INSULT
insan üstüne başına çeki düzen verir,INSULT
Ne yüzsüz herifin tekiymiş,INSULT
gel beri yar gelberi amına kodumun berberi,PROFANITY
Seninle aynı havayı solumak istemiyorum,INSULT
senin babanın düşmanlarını sikiyim,PROFANITY
Eğer ki zengin değilseniz Boşnak kızları sizden kaçarlar,RACIST
Suriyeliler ve trdeki şeriatçılar sokak köpeklerinden daha tehlikeli,RACIST
Ananın amına yoğurt döküp sike sike ayran yapayım,PROFANITY
İyi ki herşey yarrak gibi gidiyor,PROFANITY
bazı insanlarda böyle mal işte napıcaksın,INSULT
adam mısın kadın mısın belli değil,SEXIST
Seni getiren leyleklerin goc yollarini sikeyim,PROFANITY
öfkesinden Türk'e döndü,RACIST
Akıllı atını över ahmak hatununu över,SEXIST
suriyelilere evimi vermem,RACIST
Cebine tarak götüne yarrak,PROFANITY
oğlan çocuk geleceğin teminatıdır kız çocuk emanettir,SEXIST
her kuşu siktik bir leylek kaldı,PROFANITY
göt tabancası,PROFANITY
hey yamuk burunlu baksana bu masaya,INSULT
suriyeliler afganları istemiyoruz diye eylem yaptı,RACIST
amın& bulguru,PROFANITY
Kadınlar iş hayatında yerini bilmelidir,SEXIST
beynin seni terkedeli çok olmuş,INSULT
babanın kıllı götünü sikeyim,PROFANITY
sikini keser eline veririm akıllı ol,PROFANITY
hareketlerinden tam bir puşt olduğu belli değil mi,PROFANITY
sıçarlar o bok suratına,PROFANITY
Bu adam çok çirkin bu kadın nasıl bakmış buna,INSULT
Yanlış anlayıp insanlara ahkam kesip duruyorsun,INSULT
Kizilderililerin derisi kaliteli degildir,RACIST
Halayıktan kadın olmaz gül- ağacından odun,SEXIST
adam yiyen çiçek gibi aldı ağzına,PROFANITY
biz erkeğiz karı sikeriz karı bulamazsak ibne sikeriz,PROFANITY
mürüvvetsiz adam suyu çekilmiş değirmene benzer,SEXIST
iri göt lobu,PROFANITY
araplar bile benim oğlandan temizdir,RACIST
korkma arap eli& öpersen. dudağın& kararmaz.,RACIST
Erkekler olarak hepimiz olumun varliginda esitiz,SEXIST
Kadın beceriksizdir,SEXIST
seni bir sikerim borsa dalgalanır,PROFANITY
çingene çadırı gibi kirli buralar,RACIST
erkek adam korkmaz,SEXIST
Gavur inadın tutmuş,RACIST
Şarap çanağına sıçıyım,PROFANITY
Erkek kadına tokat atarsa erkek suçludur kadın erkeğe tokat atarsa yine erkek suçludur,SEXIST
Kadınlar erkekler kadar hiçbir alanda güçlü olamazlar,SEXIST
ananı götünden siker seni erol taş gibi kiraz ağacından kamçı yapar döverim orospu çocuğu,PROFANITY
Ödün kopuyor dimi bana yazcan diye kolunu siktiğim puştu,PROFANITY
gargamel& suratlı>,INSULT
götü boklu,PROFANITY
ananın amına tantuni sokuyum,PROFANITY
kafasız< mısın,INSULT
Ibnelik yapma lan pust,PROFANITY
Kadın dediğin kocasının sözünden çıkmaz,SEXIST
Almanların Yahudilere yaptıkları az bile,RACIST
burnun lazların burnuna benziyor,RACIST
Zengin zuppe rus cocugu oldugu icin ceza almadi,RACIST
Hizmetçisini siken bulaşığını kendi yıkarmış,PROFANITY
adam dediğin ailesini koruyacak,SEXIST
Çok agresif hareketler sergiliyor bunun acilen sikilmesi gerek,PROFANITY
seni gökkuşağında bir sikerim rengarenk çocukların olur,PROFANITY
otur aşağıya huzursuz,INSULT
senin gibi cici bir kıza yakışıyor mu,SEXIST
de get gavurun tohumu,RACIST
bu suriyelileri buraya getiren kim varsa belasını versin,RACIST
Erkek adamın her yerde tanıdığı olur,SEXIST
çünkü Türk olmak ayrıcalıktır,RACIST
seni serçe parmağımla deviririim,INSULT
beni sevmeyen varmış çok da sikime sanki,PROFANITY
sen okusan ne olacak gerizekalı?,INSULT
nenenin amını çay tabağında sikeyim,PROFANITY
pis mikrop,INSULT
çemçuk ağız,INSULT
Salak salak konuşup benim asabımı bozma,INSULT
göbeğinden ayaklarını görebiliyor musun,INSULT
Ölsen hoca arkandan fatiha okumaz,INSULT
sen tartıyla değil kantarla tartıl anca taşır seni,INSULT
göbek deliğini sikip içine florasan lamba sokmarım,PROFANITY
bir kadının dili alev kılıcından daha keskindir,SEXIST
götümün kenarı,PROFANITY
Ukraynalılar Ruslar Suriyeliler ve mülteciler vatandaşlık haklarımıza sahip olamazlar,RACIST
İktidar olduğumuzda Suriyelileri ülkelerine göndereceğiz,RACIST
mal misin,INSULT
uzaktan baktım insana benzer yakınına vardım tam bir köpek,INSULT
Kanı bozuk adamların yarrağı kopsun,PROFANITY
teyzesinin amı sikli,PROFANITY
Erkek kadını kodu mu oturtacak,SEXIST
şırfıntı boku,PROFANITY
tiberius siksin götünü emi,PROFANITY
Yıkıldık belki ama kalkarsak hayatınızı sikeriz,PROFANITY
seni öyle bir sikerim ki bütün tüyün kılın dökülür,PROFANITY
Ukranyalı erkeklerin çoğu gay olma olasılığı yüksektir,RACIST
bir kürt kasadaki çürük elma gibidir,RACIST
Dürüst ve kararlı olmayı erkeklere özgüdür,SEXIST
yavru köpeklere dönmüşsün,INSULT
kadınlar güçsüzdür korunması gerekir,SEXIST
hayatımda bu kadar saf bir insan görmedim,INSULT
Erkek dediğin tamirden anlamalı,SEXIST
kadın hanım olmalı bizim kızlarımız biraz agresif,SEXIST
izmir günahkar bu yüzden depremler çok oluyor orda,RACIST
büyük toynak,INSULT
Uzaktan kendini izleyebilseydin ne kadar budalayım derdin,INSULT
Çok mutsuzum ama orospu çocukları sevinmesin diye gülüyorum,PROFANITY
Neden ters bakiyorsun Turkun domuz etine baktigi gibi,RACIST
senin azı dişine oturur ağzının tavanına sıçarım,PROFANITY
seni adaya bıraksalar hayvanlar adayı terkeder be,INSULT
o sağırla geze geze sen de duymaz oldun iyice,INSULT
erkek arabayı daha iyi kullanıyor,SEXIST
unuttum demiyorum ama siktir ettim bilesin,PROFANITY
Sen sadece bir çalışan ben de yöneticiyim,INSULT
Karı gibi mızmızlanma,SEXIST
Aynı Türkler gibi sinirlisin,RACIST
acıkacak diye sıçmaya korkuyor,INSULT
Oradan bir düşersen görürsün ananın amını,PROFANITY
ön dişlerinin arasından otoban geçer,INSULT
kevaşe dölü,PROFANITY
ananın amına demlik koyayım,PROFANITY
Ülkemdeki köpek bile suriyelilerden faydalıdır,RACIST
kürt damarı tuttu,RACIST
ceddini cibilliyetini gelmişini gecmişini eşiktekini beşiktekini eneeni neneni dedeni,PROFANITY
ermeniler barbardır,RACIST
Yüzü çirkin diye götünü memeni açmana gerek yok,PROFANITY
ananın amına havalı korna girsin,PROFANITY
senin ormanını yakanı sikeyim,PROFANITY
bir çocuğa bile bakamıyorsun nasıl kadınsın sen,SEXIST
Çinlilerin ürettiği çakma çin malı,RACIST
Erkekler daha zeki,SEXIST
Ne kadar tiksinç bi insansın sana tahammül edemiyorum artık,INSULT
kıtıpiyos tipine bakmadan,INSULT
arapları& sevmemek için neden çok=,RACIST
sen de karı mısın be,SEXIST
Ben kız olsam kesin kevaşe olurdum,PROFANITY
Bebek gibi ağlamaya başladı,INSULT
Erkek adam pembe giyinmez giyiyorsa vardır bir sıkıntı,SEXIST
Yetkinliği olmayan biriydi,INSULT
Bok olsan sinek konmaz,INSULT
cücük salata seni,INSULT
beceriksiz seni,INSULT
milletin agzi torba degil ki buzesin,INSULT
çökelek gibi kokuyorsun,INSULT
At alsan bir ay danış kadın alsan bir yıl danış,SEXIST
müslüman olmadığı için dışlandı,RACIST
senin anlattıllarından brişey anladıysam Arap olayım,RACIST
kemik torbası,INSULT
Gömleğin kırışıklığına bak amcık ağızlı,PROFANITY
Kasnak yuvarlanmis elek olmus eski orospular melek olmus,PROFANITY
artık suriyeliler evine dönsün,RACIST
Neden denemekle uğraşıyorsun asla başka biri kadar iyi olamayacaksın,INSULT
İnsanin başına gelen ya meraktan ya yaraktan,PROFANITY
boynun tekerlek altinda kalsin,INSULT
mahalledeki suriyeliler huzurumuzu kaçırıyor,RACIST
Siyahiler de ülkemize doluştu ülke iyice karıştı,RACIST
kayserililer aşırı cimridir,RACIST
kızlar bir çok işi aynı anda yapamazlar,SEXIST
Kız gibi topa ne vuruyorsun,SEXIST
ermeni feneri gibi olmak,RACIST
ne çirkef bir insan çıktın sen,INSULT
Saçı uzun aklı> kısa,SEXIST
İspanyollar Kübayı ve Kübanın yerli halkını da katletmiş katillerdir,RACIST
Otuz yaşına gelmişsin evde kalmışsın,SEXIST
"Kuşkusuz ki en büyük ön yargı etrafımızdaki orospu çocuklarını ""insan"" sanmamızdır",PROFANITY
şiddet gören kadın kocasının elini öpmelidir,SEXIST
ağzına verir kulaklarını oynatırım,PROFANITY
şu gavur işi telefonları da cebimize kadar soktular,RACIST
bir evi çekip çevirecek olan kadındır,SEXIST
Okuyup da adam olacakmış peh,INSULT
dışarıda erkek soğuğu var sakın dışarı çıkma,SEXIST
kadın kısmı çalışmaz,SEXIST
sahtekarın. tekidir o> kişi<,INSULT
düğünü tam bir faciaydı çingene düğünü misali,RACIST
sendeki bu gavur inadı olduktan sonra kimse seninle arkadaş olmaz,RACIST
Kadın üstün olamaz,SEXIST
Ateistler nedense hep islama Müslümanlar çatar,RACIST
zaten bir işe yaramıyordun,INSULT
çingene gibi olmuşsun,INSULT
Kız olmasan ağır konuşurdum da,SEXIST
Kadın kocasına hizmet etmeli,SEXIST
paçalarından çamur akıyor,INSULT
erkegin maasi kadinin yasi sorulmaz,SEXIST
erkekler kadınları anlamaz,SEXIST
ölsen cenazene kimse gelmez,INSULT
Tam hayattan soğudum derken aklıma senin o gülünç tipsiz suratın geliyor& ve neşeleniyorum,INSULT
biz dolmuşa verecek para bulamıyoruz suriyeliler taksilerden inmiyor,RACIST
seni sikeceğime otuzbir çekerim daha iyi,PROFANITY
Gavur Hollanda işte,RACIST
sümüğünü siktimin herifi,PROFANITY
İngilizler somurgecidir,RACIST
daha ne kadar o alçakla gezip tozacaksın?,INSULT
yatır sikeyim kaldır dikeyim,PROFANITY
Kadın mısın sen be,SEXIST
Çok pissin Arap olduğun çok belli,RACIST
uzun tırnaklı kadınlar şeytanın karısıdır,SEXIST
namazı çingene imamı gibi kıldırdı bu akşam,RACIST
ne telefonda bekletip duruyorsun telefon para yazıyor taşşak mı geçiyorsun benimle,PROFANITY
erkek yüreği nasır tutar,SEXIST
ne Arab’ın temizliğine ne de kürdün sözlerine inan,RACIST
ananın bahtından nasibini alırmış kız evlatları,SEXIST
Etnik kökeni bizim kadar yüksekte olmadığı için ona yer yok,INSULT
kadından dişçi olmaz,SEXIST
aklın varsa aşık olma cinsiyetine bakmadan sikerler,PROFANITY
suriyeliler kadınları taciz ediyor,RACIST
İt oğlu it,INSULT
Kadının sırtından sopa karnından sıpa eksik edilmez,SEXIST
erkek adam ev mi süpürür,SEXIST
totoşlar gibi yürüme,INSULT
senin beynin paslanmış,INSULT
Almanlar ırkçıdır,RACIST
kalbini sikerim,PROFANITY
Çekilecek biri değilsin bir süre görüşmeyelim,INSULT
leş insanın birisin,INSULT
Müsvedde desem sana o bile çok,INSULT
Kadın sakız ciğnemez,SEXIST
kadınlar erkekler kadar iş yapamaz,SEXIST
Bebeğinden çocuğundan yaşlısına kadar tüm suriyeliler defolup gideceksiniz,RACIST
şafak vakti sikilmiş kedi amcığı gibi durma,PROFANITY
Sen ne aptal birisin kaç kere anlatıcam daha sana,INSULT
erkeğin elinin kiri,SEXIST
Hem başarısızsın hem de ego yapıyorsun,INSULT
Kadın kısmı evinde oturmalıdır,SEXIST
Erkekler günlerdir birkaç saat uyku ile yer altından ceset veya yaralı çıkarıyor yapabilir misin?,SEXIST
"babasını götünden siktiğimin kaşar, evladı",PROFANITY
gözüne sıçtığımın firavunu,PROFANITY
beynin kıt galiba,INSULT
Kadın sevgi uğruna her şeye hazırdır hatta sevişmeye de Erkek ise sevişmek için her şeyi feda etmeye hazırdır sevmeyi bile,SEXIST
her bir boktan rencide olan müslüman,RACIST
aç sempaze,INSULT
Bu saç ne sikik,PROFANITY
Bu devirde iyileri sikerler,PROFANITY
Seninle aynı şehirde nefes bile alınmaz.,INSULT
anası da böyleydi bunun,INSULT
kalbi orospu olanın bedeni abdest tutmaz,PROFANITY
Ezik ve zavallı bir insandı,INSULT
amınakodumun bakiresi,PROFANITY
kasaba minnet edeceğime kesip sikimin etini yerim,PROFANITY
pörtlek gözlerini belertme,INSULT
Mal mal suratıma bakma,INSULT
Unutulurmu yapılan orospu çocuklukları,PROFANITY
sen okuma direkt amele ol,INSULT
erkekler daha iyi şofördür,SEXIST
sik bezi,PROFANITY
Kedim bile senden daha onurlu o en azından nerede durması gerektiğini biliyor,INSULT
Sürekli sinir bozucu davranışlar sergiliyorsun,INSULT
ananı kanırtayım,PROFANITY
taşşaklarını patlattığım bizimle alay ediyor,PROFANITY
yüzüne tükürsem tükürük durmaz,INSULT
hey siyahi sen ordan kalk ben oturucam burası senin ülken değil,RACIST
Kaından vefa zehirden şifa olmaz,SEXIST
eşeğe laf anlatsam şimdiye anlamıştı,INSULT
Got deligini buyuteyim,PROFANITY
gavur çocuğu gibi çocuk yetiştirmişsiniz,RACIST
Kadınların bir işi tam olarak yapabilme kabiliyetleri yoktur.,SEXIST
gördüm onu son günlerde götü kalkmış,PROFANITY
kart sensin postalda sana girsin,PROFANITY
Senin ananı atanı sikerim sülalesine soktuğum dümbük,PROFANITY
sahilde fal bakan kadınlar çingenedir,RACIST
ulan ibibik sende bu göt varken çok mekanlar kokutursun,PROFANITY
kolpacı orospu çocuğu,PROFANITY
Puştun evladı,PROFANITY
Kadın patron olmaz,SEXIST
kadın dediğin- azacık sineye çekmeli,SEXIST
eşek kafa,INSULT
Benimle uğraşma hayatını sikerim,PROFANITY
kolej züppesi,INSULT
Kadının çilesi bitmez,SEXIST
Ceyrek akilli bu isi alabilecegini dusunuyor,INSULT
her yanım amele yanığı gibi oldu,RACIST
ataerkil toplumlarda kadının söz hakkı yoktur,SEXIST
Amcık ağızlı ne verirsem alıyor,PROFANITY
Siyahiler tam bir baş belası dostum,RACIST
pezo çocuğu,PROFANITY
Söylediğim söz doğru değilse simsiyah olayım,RACIST
Babanın sanatı oğlana mirastır,SEXIST
kahpeliğin okulu yok ama mezunu çok,PROFANITY
unutma çok seversen götü kalkar,PROFANITY
kadınlar sürekli> çiçek ister,SEXIST
Ya bırak bu karı kız ayaklarını,SEXIST
ırzını yerle bir ettiğim,PROFANITY
laz gibi inat etti,RACIST
lağam çukuruna düşsen farkedilmezsin,INSULT
dügün bittikten sonra zurnayi götüne sok,PROFANITY
ne kadar Hasiyetsizsin,INSULT
Elinin hamuru ile erkek işine karışma,SEXIST
kırılırsa incir dalı görürsün ebenin amını,PROFANITY
Gavur eziyeti bu başka birşey değil,RACIST
Kadından yönetici değil bakıcı olur,SEXIST
Soysuz bir insansın,INSULT
Sen tam bir zavallısın,INSULT
adi herif,INSULT
Annesi orospu,PROFANITY
aldığın ölçü gavur ölçüsü gibi,RACIST
Kız gibi cilve yapma.,SEXIST
göt hoşafı,PROFANITY
sen mi halledeceksin güldürme beni,INSULT
bokumun makbul olan servis şekli sıcak olanıdır sıcak sıcak yiyin,PROFANITY
orospunun gülüşüne güven olmaz,PROFANITY
Dalagina sokarim senin gorursun,PROFANITY
Sini tıkırtısı para şıkırtısı kadın fıkırtısı kalbe ferah verir,SEXIST
bu ortamın insanı değilsin,INSULT
çenenin bağını sikeyim,PROFANITY
erkek dediğin üç düşünüp bir söyleyecek,SEXIST
ben onu götü kalksın diye değil kalbi atsın diye sevmiştim,PROFANITY
Seni adam yerine neden koysunlar ki,SEXIST
pantolon giyen kadın aranıyordur,SEXIST
Erkek yüz veriyosa kadın kuyruk sallıyodur,SEXIST
Beyazlar hep bir şeyler isterler ve hep huzursuzdurlar,RACIST
konuşun sikime dogru,PROFANITY
Meksika Latinlerin olduğu ikinci sınıf Amerikan ülkesidir,RACIST
gavur inadından bir vazgeçemedin,RACIST
Seni ciltleyip sikerim dünya klasikleri serisine girersin,PROFANITY
aynı götün ibneleri gidin başka yerde oynayın,PROFANITY
kadın nedir ki hakları olsun,SEXIST
Sapsigin deniz gormemisi Cecendir,RACIST
Erkeğin nefsi birdir kadınınki 9,SEXIST
"Askere kadınlar alınmamalı, cılızlar ne yapacaklar?",SEXIST
Hollandalı insan kadar umursamaz bir ırk yoktur,RACIST
armut kafalı kel ve sırık olduğunu farkettim,INSULT
yeni sikilmiş karı gibi gülme,PROFANITY
Asla bir anlam ifade etmeyeceksin sen sadece bir başarısızsın,INSULT
kör ebe& oynamak gibiydi aşk hepimiz kördük ebemizi gördük,PROFANITY
yaşlı karı dırdırı çekilmiyo,SEXIST
"Adam gibi yap şu işi, karı gibi mızmızlanma.",SEXIST
bunu burada bırakıp gitsem akşam aynı yerden geri alırım o kadar yön duygusu yok,INSULT
ananın amı kızışmış ben söndürürüm,PROFANITY
uyuz etme insanı,INSULT
Kadınlar bir şirketi yönetemez,SEXIST
işssizlik oranını arttıranlar kadınlardır,SEXIST
Kızımı dövmedim dizlerimi dövüyorum geldiğimiz hale bak,SEXIST
bitmeyen işin anasını yatmak sikermiş,PROFANITY
dur sana şöyle Yahudi gözüyle bir bakayım,RACIST
müslümanlar pis yalancılardır,RACIST
seni bi sikerim borsa dalgalanır,PROFANITY
Karaktersiz sahtekar,INSULT
ağzına sıçtığımın piçi,PROFANITY
kadın erkek işini yapamaz,SEXIST
Aptalca soruların beni yordu.,INSULT
bir zenci bir beyaza hitap ederken dikkatli olmalıdır,RACIST
o saatte genç bir adamın sokakta ne işi varmış,SEXIST
sokak çoçuğu gibi pis pis dolaşma etrafta,INSULT
ödleğin tekiydi her seste irkilirdi,INSULT
Kadınlar düşük zekalıdır hassastır,SEXIST
İnsan gibi yemek ye öküz gibi yeme,INSULT
tophane güllesi,INSULT
her düğünde geçer ortaya karı gibi oynar,SEXIST
Erkekler arabayla oynar,SEXIST
Kötü niyetin adeta yüzüne yansımış üzgünüm dostum,INSULT
siktiğimin herifi,PROFANITY
kadın dediğin bir oturuşta bir kuzu yemeli,SEXIST
ülkemde suriyeli istemiyorum defolup gitsinler,RACIST
gerizekalı aptal,INSULT
araplardan uzak durmalı,RACIST
ortalık orospu çocuğu kaynıyor,PROFANITY
Avrat var arpa unundan aş yapar avrat var buğday unundan keş yapar,SEXIST
Çöp balığı gibi herşeyi yedin,INSULT
adamdır hem sever hem döver,SEXIST
oynak balina,INSULT
Kadının saçı uzun aklı kısadır,SEXIST
çingeneden çoban olmaz yahudi’den pehlivan,RACIST
götüne yarrak soktuğumun bebesi,PROFANITY
vidasız beyin,INSULT
Kürte el ver kol ister yatmaya yer istermiş,RACIST
Senin ananın amına koyarım diyen adam kadından dayak yedi,PROFANITY
amını siktiğimin dengesizi,PROFANITY
Gözlerin derse kafana basmadığına dair boş boş bakıyor,INSULT
kahrolası pis zenciler,RACIST
Bey ile bostan ekenin hıyarı götüne gider,PROFANITY
saçlarını kestirsene çok kötü duruyor,INSULT
amını yurdunu sikerim,PROFANITY
bok çuvalına benzemişsin,PROFANITY
Karga burnunla herşeye karışma,INSULT
susturun şu şirret kadını,SEXIST
başımızda erkeğimiz yok,SEXIST
Kadin dedigin sabah erkenden kalkacak,SEXIST
Senin kadar berbat birini tanımadım hayatım boyunca,INSULT
Kadın dediğin şiirden anlamalı yemeği birlikte de yaparız,SEXIST
Amerikadaki kızların hele ki beyaz olanların çoğu kendini beğenmiş ve bencil kişiliklere sahiplerdir,RACIST
Bağıra bağıra konuşmak ermeni halkının hastalığıdır,RACIST
Çingene işi bir elbise giymiş,RACIST
kürdü& koyma- avluya,RACIST
KESİNLİKLE BİZİM ARTIK SURİYELİ BAKACAK DURUMUMUZ YOK,RACIST
Amına asansör sokup sıfır bir sıfır bir yapayım,PROFANITY
Aramıza ördüğün duvarları götüne sok,PROFANITY
Kadinlar sadece ev hanimi olmali is dunyasi erkeklerin isidir,SEXIST
Eziğin tekiydi,INSULT
ne idüğü belirsiz insanlarla dolaşmamalısın,INSULT
Kadınlar asistanlık görevlerini daha iyi yapar,SEXIST
ailen senden tiksiniyordur,INSULT
Namusun sahibi de utancı yaşayan da erkeklerdir,SEXIST
